SIMCARD;MDN;FORNECEDOR;;
8937201018040000000;;;;
8937201018040000000;;;;
8937201018040000000;;;;
8937201018040000000;;;;
8937201018040000000;;;;
8937201018040000000;;;;
8937201018040000000;;;;
8937201018040000000;;;;
8937201018040000000;;;;
8937201018040000000;;;;
8937201018040000000;;;;
8937201018040000000;;;;
8937201018040000000;;;;
8937201018040000000;;;;
8937201018040000000;;;;
8937201018040000000;;;;
8937201018040000000;;;;
8937201018040000000;;;;
8937201018040000000;;;;
8937201018040000000;;;;
8937201018040000000;;;;
8937201018040000000;;;;
8937201018040000000;;;;
8937201018040000000;;;;
8937201018040000000;;;;
8937201018040000000;;;;
8937201018040000000;;;;
8937201018040000000;;;;
8937201018040000000;;;;
8937201018040000000;;;;
8937201018040000000;;;;
8937201018040000000;;;;
8937201018040000000;;;;
8937201018040000000;;;;
8937201018040000000;;;;
8937201018040000000;;;;
8937201018040000000;;;;
8937201018040000000;;;;
8937201018040000000;;;;
8937201018040000000;;;;
8937201018040000000;;;;
8937201018040000000;;;;
8937201018040000000;;;;
8937201018040000000;;;;
8937201018040000000;;;;
8937201018040000000;;;;
;;;;
